address,bedrooms,full_bathrooms,half_bathrooms,type,surface,lot_surface,price
4216 Royal Scots Ave Las Vegas NV 89141,5,3,1,Single Family Home,5440,16553,799000
9877 Amador Ranch Ave Las Vegas NV 89149,4,3,1,Single Family Home,4250,18731,585135
6269 Mighty Flotilla Ave Las Vegas NV 89139,5,4,1,Single Family Home,5160,10454,480000
Las Vegas NV 89128,5,3,0,Single Family Home,3073,6534,410000
222 Karen Ave Unit 3608 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1657,,785000
8489 Brackenfield Ave Las Vegas NV 89178,5,3,0,Single Family Home,3546,6534,429000
3846 Falcon Springs Dr Las Vegas NV 89147,5,3,0,Single Family Home,2561,5227,237500
5525 Eagle Claw Ave Las Vegas NV 89130,4,2,0,Single Family Home,1585,5662,179990
9361 Sparkling Waters Ave Las Vegas NV 89129,5,3,0,Single Family Home,2328,4791,279000
Juniper Las Vegas NV 89148,5,3,1,Single Family Home; Ready to build,2540,87120,312990
8490 Illusionary Magic Cir Las Vegas NV 89131,4,3,0,Single Family Home,3263,20038,435000
5520 Morendo Dr Las Vegas NV 89107,4,2,1,Single Family Home,2040,6534,100000
8665 Raindrop Canyon Ave Las Vegas NV 89129,2,2,0,Single Family Home,1613,3920,185000
916 Trophy Hills Dr Las Vegas NV 89134,5,5,1,Single Family Home,8445,21344,3400000
786 Connex Ct Las Vegas NV 89178,6,3,0,Single Family Home,2492,3920,285000
7251 Wichita Ct Las Vegas NV 89119,2,1,1,Single Family Home,904,4791,143000
4620 Dream Catcher Ave Las Vegas NV 89129,5,3,1,Single Family Home,3519,14810,459000
6570 Arrow Creek Ct Las Vegas NV 89156,4,2,1,Single Family Home,2297,6969,206000
2420 Andromeda Ave Henderson NV 89044,2,2,0,Single Family Home,1596,5227,269000
2965 Juniper Hills Blvd Unit 103 Las Vegas NV 89142,2,2,0,Condo/Townhome/Row Home/Co-Op,896,914,49000
745 Oakmont Ave Unit 1002 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1160,,134900
1529 Saylor Wy Las Vegas NV 89108,2,1,1,Condo/Townhome/Row Home/Co-Op,986,871,59000
3721 Copper Cactus Dr Las Vegas NV 89129,3,2,0,Single Family Home,1306,4791,159900
7584 Brightwood Dr Las Vegas NV 89123,4,2,0,Single Family Home,2352,6969,274998
4866 Mar Vista Way Las Vegas NV 89121,3,2,0,Mfd/Mobile Home,872,6969,105000
7042 Grand Junction Ave Las Vegas NV 89179,4,2,1,Single Family Home,2958,4791,185000
1783 Graystone Canyon Ave Las Vegas NV 89183,4,4,1,Single Family Home,2340,9147,274900
3316 Queens Canyon Dr Las Vegas NV 89117,3,2,0,Single Family Home,1614,6534,210000
4512 Bingham Ave Las Vegas NV 89110,3,2,0,Condo/Townhome/Row Home/Co-Op,1120,2613,49900
4940 Larkspur St # 7A Las Vegas NV 89120,2,1,1,Condo/Townhome/Row Home/Co-Op,880,1306,49900
11748 Via Vera Cruz Ct Las Vegas NV 89138,4,2,1,Single Family Home,2461,6098,435000
7054 Burcot Av Unit: E38 Las Vegas NV 89156,2,1,1,Condo/Townhome/Row Home/Co-Op,1080,435,35000
Las Vegas NV 89113,6,3,0,Single Family Home,2390,5227,255000
3400 Cabana Dr Unit: 1038 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,1196,,73000
3925 White Castle St Las Vegas NV 89129,5,3,0,Single Family Home,3730,7405,349900
209 Willow Pond Ct Las Vegas NV 89148,5,3,0,Single Family Home,2544,4791,295000
4575 Dean Martin Dr Unit 2006 Las Vegas NV 89103,3,2,1,Condo/Townhome/Row Home/Co-Op,2324,,495000
4428 W Lake Mead Blvd Unit 201 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1081,,77900
2834 Campo Verde Dr Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,1859,2613,159900
39 E Agate Ave Unit 202 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1155,,185000
4471 Buena Vista Dr Las Vegas NV 89102,3,2,1,Condo/Townhome/Row Home/Co-Op,1365,1306,90000
10331 Almost Heaven St Las Vegas NV 89131,4,5,0,Single Family Home,3805,31363,480000
1407 Commanche Dr Las Vegas NV 89169,3,3,0,Single Family Home,2431,8276,165000
123 Barbados St Las Vegas NV 89110,2,2,0,Condo/Townhome/Row Home/Co-Op,1083,3920,61800
9016 Townbridge Ave Las Vegas NV 89149,4,3,0,Single Family Home,2464,4356,249000
5586 Lenox Hill Ct Las Vegas NV 89135,4,2,2,Single Family Home,2323,5662,375000
6383 Blue Twilight Ct Las Vegas NV 89108,3,2,1,Single Family Home,1924,2613,188800
10304 Willamette Pl Las Vegas NV 89134,2,2,0,Single Family Home,1520,7405,375000
4416 Lilac Glen Dr Las Vegas NV 89129,6,3,0,Single Family Home,3828,6969,323488
4525 Baxter Pl Las Vegas NV 89107,3,2,0,Single Family Home,1243,6969,83500
195 Bartizan Dr Las Vegas NV 89138,3,3,1,Single Family Home,3674,11326,829900
19 E Agate Ave Unit 507 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1155,,180000
2662 Red Arrow Dr Las Vegas NV 89135,5,5,1,Single Family Home,5109,17424,1625000
183 Baughman Cir Cold Creek NV 89124,4,3,0,Single Family Home,1724,26136,272000
5268 Caspian Dr Las Vegas NV 89118,5,2,0,Single Family Home,2430,7840,219990
2237 Fiero Dr Las Vegas NV 89134,4,4,1,Single Family Home,3304,13504,415000
5053 Tranquil Stream Ct Las Vegas NV 89148,4,2,1,Single Family Home,2310,6969,288000
5020 Pioneer Scout St Las Vegas NV 89031,3,2,1,Single Family Home,2150,6534,267628
8040 Shellstone Ave Las Vegas NV 89117,4,3,0,Single Family Home,1974,4356,235000
3620 Asbury Hill Ave Las Vegas NV 89110,5,2,1,Single Family Home,2229,3920,178000
8459 Grobanite St Las Vegas NV 89131,4,3,1,Single Family Home,3290,30928,399900
4655 Gold Dust Ave Unit 238 Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,1151,,80000
6132 Sandstone Mesa Dr Las Vegas NV 89130,3,2,0,Single Family Home,1649,7405,140600
2047 Betty Davis St Las Vegas NV 89142,3,2,1,Condo/Townhome/Row Home/Co-Op,1435,1742,118000
555 E Silverado Ranch Bl Unit: 1160 Las Vegas NV 89183,1,1,0,Condo/Townhome/Row Home/Co-Op,776,,61500
6905 Brier Creek Ln Las Vegas NV 89131,3,2,0,Single Family Home,1681,5227,215000
6844 Philippe Allen Ave Las Vegas NV 89110,5,4,0,Single Family Home,3697,20038,225000
4880 Benecia Way Las Vegas NV 89122,3,2,0,Condo/Townhome/Row Home/Co-Op,1260,3920,119999
1870 Plan Las Vegas NV 89166,3,2,1,Single Family Home; Ready to build,1870,87120,235990
9629 Atwood Ave Las Vegas NV 89129,5,3,0,Single Family Home,2515,4791,265000
6873 Tamarus St Unit 103 Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,957,2918,69900
6120 Browning Way Las Vegas NV 89130,3,2,0,Single Family Home,1604,6534,150000
5690 Sago Palm Ct Las Vegas NV 89122,3,2,1,Single Family Home,1735,2613,186505
9041 Little Horse Ave Las Vegas NV 89143,3,2,1,Single Family Home,2067,5227,235000
3886 Flickering Star Dr Las Vegas NV 89103,5,2,0,Single Family Home,2240,6534,259000
9304 Pink Pear Ct Las Vegas NV 89149,3,2,1,Condo/Townhome/Row Home/Co-Op,1636,2613,169990
10662 Suffolk Hills Ave Las Vegas NV 89129,4,2,1,Single Family Home,2715,5662,215000
274 Fringe Ruff Dr Las Vegas NV 89148,4,3,0,Single Family Home,2251,3049,229900
7619 Engleberg Ave Las Vegas NV 89178,4,2,1,Single Family Home,3063,4791,329000
5155 W Tropicana Ave Unit 2056 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1316,,115000
8040 W Red Coach Ave Las Vegas NV 89129,6,3,2,Single Family Home,4771,40075,999000
6101 W Oakey Blvd Apt A Las Vegas NV 89146,2,2,0,Condo/Townhome/Row Home/Co-Op,1073,,69900
9545 Los Cotos Ct Las Vegas NV 89147,5,4,0,Single Family Home,4194,11761,499900
8263 Vanity Fair Ln Unit Lot 26 Las Vegas NV 89113,3,2,1,Single Family Home,1558,2178,189990
Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,1053,,95000
1913 Poppy Hill St Las Vegas NV 89106,3,2,0,Single Family Home,1096,3484,45500
1970 Alcova Ridge Dr Las Vegas NV 89135,5,4,1,Single Family Home,4107,7840,898000
233 N Cimarron Rd # 7 Las Vegas NV 89145,3,2,0,Condo/Townhome/Row Home/Co-Op,1706,3049,159900
Las Vegas NV 89139,3,2,1,Single Family Home,1190,3049,210000
949 Navajo Ln Las Vegas NV 89110,4,3,0,Single Family Home,2269,19166,220000
3205 Sisley Garden Ave Henderson NV 89044,3,3,1,Single Family Home,2202,3484,287000
555 E Silverado Ranch Bl Unit: 1085 Las Vegas NV 89183,2,2,0,Condo/Townhome/Row Home/Co-Op,960,,79900
370 Autumn Hue Ave Las Vegas NV 89123,5,4,1,Single Family Home,4482,19166,580000
3150 Soft Breezes Dr Apt 1209 Las Vegas NV 89128,1,1,0,Condo/Townhome/Row Home/Co-Op,690,,69990
23 E Agate Av Unit: 303 Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1165,,135000
Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,1500,4791,70000
2236 Beacon Ridge Dr Las Vegas NV 89134,3,2,0,Single Family Home,2162,13068,365000
11741 Marina Grande Ct Las Vegas NV 89138,5,3,0,Single Family Home,2532,4791,374900
11030 Bellatrix Ct Las Vegas NV 89135,3,2,1,Single Family Home,1923,4791,278000
8744 Castle View Ave Las Vegas NV 89129,6,3,1,Single Family Home,4979,7840,424900
453 N Lamb Blvd # 102 Las Vegas NV 89110,1,1,0,Condo/Townhome/Row Home/Co-Op,599,435,29900
2774 Sorrel St Las Vegas NV 89146,3,2,0,Single Family Home,2932,20473,399500
2587 Morning Cloud Ln Las Vegas NV 89142,5,3,0,Single Family Home,3390,6534,326000
157 Pecos Wy Las Vegas NV 89121,1,1,1,Condo/Townhome/Row Home/Co-Op,1320,1742,60000
Plan 3520 Las Vegas NV 89135,4,2,0,Single Family Home; Ready to build,2375,43560,325990
4470 N Chieftain St Las Vegas NV 89129,4,3,0,Single Family Home,3969,22216,416500
11259 Dolcetto Dr Las Vegas NV 89141,3,3,0,Single Family Home,1396,3920,199900
9960 Corbett St Las Vegas NV 89149,5,7,0,Single Family Home,6653,47480,1150000
8092 Black Orchid Ave Las Vegas NV 89131,5,4,0,Single Family Home,3098,8276,309000
9650 Old Storm Ct Las Vegas NV 89178,5,4,1,Single Family Home,4265,6969,375000
517 Carpenter Dr Las Vegas NV 89107,4,2,0,Single Family Home,1286,6534,120000
4281 E Twain Ave Las Vegas NV 89121,3,2,0,Single Family Home,1598,6969,75000
4585 Dean Martin Dr Unit 204 Las Vegas NV 89103,2,2,1,Condo/Townhome/Row Home/Co-Op,1207,,269000
953 Westminster Ave Las Vegas NV 89119,6,2,0,Single Family Home,1984,6969,149000
5018 Village Dr # 85 Las Vegas NV 89142,3,1,1,Condo/Townhome/Row Home/Co-Op,1239,1742,99000
8290 Helena Ave Las Vegas NV 89129,3,2,1,Single Family Home,3564,20038,445000
320 Estella Ave Las Vegas NV 89107,3,2,0,Single Family Home,1451,13068,110000
9457 Las Vegas Blvd S Unit 263 Las Vegas NV 89123,1,1,0,Condo/Townhome/Row Home/Co-Op,528,522,38950
2546 Venus Star St Henderson NV 89044,3,2,0,Single Family Home,1768,5227,289500
950 Coronado Peak Ave Las Vegas NV 89183,3,2,1,Single Family Home,1478,3484,185000
76 Innisbrook Ave Las Vegas NV 89113,5,5,2,Single Family Home,8165,19602,2299950
3017 Palace Gate Ct Las Vegas NV 89117,4,3,0,Single Family Home,2989,6969,359999
Pelican Las Vegas NV 89115,3,3,0,Multi-Family Home; Ready to build,1648,87120,156888
4900 Peaceful Pond Ave Las Vegas NV 89131,3,2,0,Single Family Home,1584,5662,149000
Las Vegas NV 89108,3,2,0,Single Family Home,2385,13068,140000
Las Vegas NV 89144,2,2,1,Single Family Home,3372,12632,890000
6108 Foxcroft Ave Las Vegas NV 89108,4,2,0,Single Family Home,2054,19602,245000
200 W Sahara Ave Unit 3308 Las Vegas NV 89102,3,2,0,Condo/Townhome/Row Home/Co-Op,1828,,434900
1101 Sloop Dr Las Vegas NV 89128,3,2,1,Single Family Home,1972,5009,120000
3168 Seneca Dr Las Vegas NV 89169,3,2,1,Single Family Home,1640,8276,154900
4560 Plan Las Vegas NV 89149,4,4,1,Single Family Home; Ready to build,4560,174240,529900
1900 N Torrey Pines Dr Unit 106 Las Vegas NV 89108,2,2,0,Condo/Townhome/Row Home/Co-Op,1022,3571,95000
12017 Oakland Hills Dr Las Vegas NV 89141,4,3,1,Single Family Home,3791,12197,920000
4966 Secret Rock St Las Vegas NV 89122,3,2,1,Single Family Home,1546,2613,149900
1901 Rio Canyon Ct Unit: 202 Las Vegas NV 89128,3,2,0,Condo/Townhome/Row Home/Co-Op,1243,,89900
Las Vegas NV 89148,4,2,1,Single Family Home,1662,3920,163000
2857 Paradise Rd Unit: 2602 Las Vegas NV 89109,3,3,0,Condo/Townhome/Row Home/Co-Op,2805,,1050000
5198 Garden Ln Apt A Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,1060,1045,64000
5608 Ridgegrove Ave Las Vegas NV 89107,3,2,0,Condo/Townhome/Row Home/Co-Op,1418,3484,96900
3429 Goldbutte Dr Las Vegas NV 89115,2,1,0,Mfd/Mobile Home,1332,6969,49000
5880 N Durango Dr Las Vegas NV 89149,4,2,1,Single Family Home,2648,20909,364900
6316 Sespe St Las Vegas NV 89108,4,2,1,Single Family Home,1656,7405,149000
9219 Tesoras Dr Unit 201 Las Vegas NV 89144,3,2,1,Condo/Townhome/Row Home/Co-Op,2052,2700,644900
Las Vegas NV 89178,3,2,0,Condo/Townhome/Row Home/Co-Op,1202,3484,150000
716 Yacht Harbor Dr Unit: 202 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,1168,2744,95000
882 Westminster Ave Las Vegas NV 89119,4,2,0,Single Family Home,1668,6969,99900
6923 China Ridge Ct Las Vegas NV 89149,4,2,1,Single Family Home,2324,10019,270000
Las Vegas NV 89122,3,2,1,Single Family Home,1522,3484,175000
9317 Red Rose Ave Las Vegas NV 89129,3,2,0,Single Family Home,1254,4573,135000
3564 Sedwick Dr Las Vegas NV 89129,3,2,1,Single Family Home,1770,4356,195000
1536 La Jolla Ave Las Vegas NV 89169,4,2,0,Single Family Home,1854,6969,60000
1104 Falconhead Ln Unit 101 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,1136,,95000
Raven Las Vegas NV 89166,3,2,1,Single Family Home; Ready to build,1681,87120,195990
5212 Paradise Skies Ave Las Vegas NV 89156,2,1,1,Single Family Home,867,1742,90000
12120 Vista Linda Ave Las Vegas NV 89138,4,2,1,Single Family Home,3387,8712,455000
11208 Lavandou Dr Las Vegas NV 89141,4,3,0,Single Family Home,2953,6534,200000
9929 Camino Loma Verde Ave Las Vegas NV 89117,2,2,1,Single Family Home,1261,2613,170000
3761 Monument St Las Vegas NV 89121,4,3,0,Condo/Townhome/Row Home/Co-Op,2025,3920,117000
8005 Temptation Ln Las Vegas NV 89128,2,2,1,Condo/Townhome/Row Home/Co-Op,1148,871,55000
5306 Tupelo Ln Las Vegas NV 89122,2,2,0,Mfd/Mobile Home,924,5227,37000
5404 Leadville Ave Las Vegas NV 89130,4,2,1,Single Family Home,1891,6098,205000
1013 Ironwood Dr Las Vegas NV 89108,4,2,1,Single Family Home,2773,11761,249900
3701 Silver Brook St Las Vegas NV 89129,4,2,1,Single Family Home,2653,5662,299000
3111 Bel Air Dr Unit: 10D Las Vegas NV 89109,1,1,1,Condo/Townhome/Row Home/Co-Op,1534,,157888
3450 Erva St Apt 256 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,882,,87000
6816 Algerine Ct Las Vegas NV 89131,4,3,1,Single Family Home,2898,6098,264000
8576 Little Fox St Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1006,2613,100000
9359 Rushworth Ave Las Vegas NV 89178,3,2,1,Single Family Home,2122,2613,207000
861 Mountridge Ct Las Vegas NV 89110,6,6,0,Single Family Home,4460,21344,409900
195 E Robindale Rd Las Vegas NV 89123,4,4,1,Single Family Home,4535,20473,685000
9688 Emeraude Ave Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,1305,4356,169900
8273 Kimberly Diamond St Las Vegas NV 89139,6,3,0,Single Family Home,2781,4356,289990
10523 Gold Shadow Ave Las Vegas NV 89129,2,2,1,Condo/Townhome/Row Home/Co-Op,1396,1306,124900
Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1008,,95000
Las Vegas NV 89104,4,2,0,Single Family Home,2047,6098,85000
6526 Tulip Garden Dr Las Vegas NV 89142,4,2,1,Single Family Home,2437,6534,299000
6868 Sky Pointe Dr Unit 1081 Las Vegas NV 89131,1,1,0,Condo/Townhome/Row Home/Co-Op,862,,85000
7189 S Durango Dr Unit 312 Las Vegas NV 89113,3,2,0,Condo/Townhome/Row Home/Co-Op,1437,,119900
7700 Man O War St Las Vegas NV 89131,4,3,1,Single Family Home,4332,16117,469000
10640 Cactus Brush Ct Las Vegas NV 89141,4,2,1,Single Family Home,1798,3920,225000
10331 Rugged Mountain Ave Las Vegas NV 89166,3,2,0,Single Family Home,1754,5227,265000
8433 Spencer Canyon St Las Vegas NV 89166,3,2,1,Single Family Home,1559,2178,166900
3145 E Flamingo Rd Apt 1133 Las Vegas NV 89121,2,2,0,Condo/Townhome/Row Home/Co-Op,892,,84000
10752 Sheepshead Bay Ave Las Vegas NV 89166,3,3,1,Single Family Home,3043,5227,296990
6391 Abacus Farms Ct Las Vegas NV 89131,4,4,1,Single Family Home,4612,20038,505000
6536 Bryce Woodlands St Las Vegas NV 89148,3,2,1,Single Family Home,2328,3484,254900
3928 Marble Mountain St Las Vegas NV 89129,5,2,1,Single Family Home,2092,4356,220000
7258 Spring Flower Ave Las Vegas NV 89117,5,3,1,Single Family Home,2540,4356,341908
9266 Orchid Pansy Ave Las Vegas NV 89148,3,2,1,Single Family Home,2018,3484,239900
7100 Pirates Cove Rd Apt 1096 Las Vegas NV 89145,1,1,0,Condo/Townhome/Row Home/Co-Op,711,,65000
2173 Via Vita St Las Vegas NV 89124,3,3,0,Single Family Home,1171,5532,695000
2480 Old Forge Ln Apt 70 Las Vegas NV 89121,2,2,1,Condo/Townhome/Row Home/Co-Op,1020,,68888
2223 Bensley St Henderson NV 89044,3,3,0,Single Family Home,1746,5662,314900
2253 Pueblo Amigo Ct Unit Lot 17 Las Vegas NV 89115,4,2,1,Single Family Home,1620,4356,159990
2857 Paradise Rd Unit 503 Las Vegas NV 89109,2,2,1,Condo/Townhome/Row Home/Co-Op,2195,,340000
2750 S Durango Dr Unit: 1024 Las Vegas NV 89117,2,2,0,Condo/Townhome/Row Home/Co-Op,965,,72500
8795 Moreno Mountain Ave Las Vegas NV 89178,5,3,0,Single Family Home,2631,3920,300000
222 Karen Ave Unit 1907 Las Vegas NV 89109,2,2,0,Condo/Townhome/Row Home/Co-Op,1657,,565000
7000 Powderhorn Cir Las Vegas NV 89128,3,2,0,Single Family Home,1699,8276,189900
4400 S Jones Blvd Unit 3138 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,994,,95000
9124 Diamond Lake Ave Las Vegas NV 89129,6,3,0,Single Family Home,3417,6098,374000
7354 Mission Hills Dr Las Vegas NV 89113,2,2,0,Condo/Townhome/Row Home/Co-Op,1398,3049,234900
2904 Branch Creek Ct Las Vegas NV 89135,3,3,1,Single Family Home,2541,5662,349500
3832 Hollycroft Dr Las Vegas NV 89081,4,2,1,Single Family Home,1920,3920,169900
2657 Calanques Ter Henderson NV 89044,5,3,1,Single Family Home,3556,6969,419900
7833 Sleeping Lily Dr Las Vegas NV 89178,4,2,1,Single Family Home,2486,6969,330000
3308 Golden View St Las Vegas NV 89129,6,3,0,Single Family Home,2515,4791,175000
5416 Digne Ct Las Vegas NV 89141,3,2,1,Single Family Home,2347,9583,319900
5808 Apple Valley Ln Las Vegas NV 89108,3,2,0,Single Family Home,1651,6534,159990
8181 Royal Lilly Ct Las Vegas NV 89139,3,2,1,Single Family Home,1398,3920,104000
3037 Austin Pale Ave Las Vegas NV 89081,4,3,0,Single Family Home,1787,3484,165000
508 Painted Cloud Pl Las Vegas NV 89144,3,2,0,Condo/Townhome/Row Home/Co-Op,1380,3484,224800
3905 Red Trumpet Ct North Las Vegas NV 89081,3,2,0,Single Family Home,1615,4791,169800
1405 S Nellis Blvd Unit 1111 Las Vegas NV 89104,3,2,0,Condo/Townhome/Row Home/Co-Op,1228,,65000
4130 Courage Ct Las Vegas NV 89115,3,2,0,Mfd/Mobile Home,1782,3789720,74800
6885 Tamarus St Unit: 102 Las Vegas NV 89119,2,2,0,Condo/Townhome/Row Home/Co-Op,957,2918,45000
7049 Knob Creek St Unit 101 Las Vegas NV 89149,2,2,0,Condo/Townhome/Row Home/Co-Op,1183,1306,120000
8025 Caspian Moon Dr Las Vegas NV 89166,4,3,0,Single Family Home,1896,4791,209900
89 Lupin Ct Las Vegas NV 89110,3,2,0,Condo/Townhome/Row Home/Co-Op,1056,5662,56000
1917 Winter Hill St Las Vegas NV 89106,3,1,1,Single Family Home,1096,3484,115999
8665 Traveling Breeze Av Unit: 103 Las Vegas NV 89178,3,2,1,Condo/Townhome/Row Home/Co-Op,1588,871,110000
4241 Flaming Ridge Trl Las Vegas NV 89147,3,2,0,Single Family Home,2124,6098,290000
Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,912,3005,30000
5751 E Hacienda Ave Unit 156 Las Vegas NV 89122,2,2,0,Condo/Townhome/Row Home/Co-Op,896,2090,65000
3390 Southridge Ave Las Vegas NV 89121,4,3,0,Condo/Townhome/Row Home/Co-Op,2158,3484,162000
9050 W Warm Springs Rd Unit 2162 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,972,,98000
10654 Lago Sandia St Las Vegas NV 89141,5,4,1,Single Family Home,4899,13068,610000
4525 Dean Martin Dr Unit 1200 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1560,,439899
5900 Pebble Beach Blvd Las Vegas NV 89108,5,3,0,Single Family Home,1775,6534,148500
3863 Glasgow Green Dr Las Vegas NV 89141,5,5,1,Single Family Home,5114,13939,1390000
Las Vegas NV 89121,4,3,1,Single Family Home,3364,11761,369000
7504 Jockey Ave Las Vegas NV 89130,4,2,1,Single Family Home,1422,3920,175000
2995 E Sunset Rd Unit: 214 Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,998,2265,80000
200 W Sahara Ave Unit 801 Las Vegas NV 89102,2,2,0,Condo/Townhome/Row Home/Co-Op,1563,,281000
Las Vegas NV 89148,3,2,1,Single Family Home,2214,8276,334000
1943 S Sandhill Rd Las Vegas NV 89104,4,2,0,Single Family Home,1363,6969,95000
7417 Alpine Ridge St Las Vegas NV 89131,4,2,0,Single Family Home,1809,4791,183000
7885 W Flamingo Rd Unit 2165 Las Vegas NV 89147,2,2,0,Condo/Townhome/Row Home/Co-Op,934,,77500
2821 Dry Plains Dr Las Vegas NV 89134,2,2,0,Condo/Townhome/Row Home/Co-Op,1007,2613,135000
2288 Merrimack Valley Ave Henderson NV 89044,3,3,1,Single Family Home,2827,10019,515000
3525 Jungle Dr Unit 6 Las Vegas NV 89110,2,2,0,Condo/Townhome/Row Home/Co-Op,1022,4225,55000
4400 S Jones Blvd Unit 1080 Las Vegas NV 89103,1,1,0,Condo/Townhome/Row Home/Co-Op,717,696,75000
6088 Gulf Island Ave Las Vegas NV 89156,4,3,0,Single Family Home,1969,13504,150000
1662 Shadow Mountain Pl Las Vegas NV 89108,4,3,0,Single Family Home,2615,10890,193500
Las Vegas NV 89131,4,5,1,Single Family Home,6337,14375,599000
8317 Aspenbrook Ave Las Vegas NV 89145,3,2,0,Single Family Home,1706,4791,90000
8050 Imperial Treasure St Las Vegas NV 89139,4,2,1,Single Family Home,1746,2178,209000
11179 Pentland Downs St Las Vegas NV 89141,5,4,0,Single Family Home,5120,10454,539000
9101 Alta Dr Unit: 1801 Las Vegas NV 89145,5,7,2,Condo/Townhome/Row Home/Co-Op,15691,,12900000
7961 Red Rock Ridge Ave Las Vegas NV 89179,4,2,1,Single Family Home,2318,4356,309000
5422 S Mojave Rd Las Vegas NV 89120,6,4,0,Single Family Home,3346,13068,225000
9050 W Warm Springs Rd Unit 1178 Las Vegas NV 89148,2,2,0,Condo/Townhome/Row Home/Co-Op,936,,110000
2777 Paradise Rd Unit 3501 Las Vegas NV 89109,3,3,0,Condo/Townhome/Row Home/Co-Op,2805,,1195000
4033 Wild Magic St Las Vegas NV 89129,4,3,0,Single Family Home,3023,5662,195000
3424 Sioux Way Las Vegas NV 89169,4,3,0,Single Family Home,2136,7840,142000
9037 Purple Leaf St Las Vegas NV 89123,2,2,0,Condo/Townhome/Row Home/Co-Op,1473,3049,125000
10999 Turlington Ln Las Vegas NV 89135,5,3,0,Single Family Home,3723,5662,399900
74 Meadowhawk Ln Las Vegas NV 89135,6,6,2,Single Family Home,7623,14375,2675000
8577 Blowing Pines Dr Las Vegas NV 89143,5,3,0,Single Family Home,2120,4356,244990
141 Augusta Course Ave Las Vegas NV 89148,3,2,0,Single Family Home,1848,5227,349000
829 Rock Springs Dr Apt 102 Las Vegas NV 89128,2,2,0,Condo/Townhome/Row Home/Co-Op,912,,69000
10520 Alhambra Crest Ct Las Vegas NV 89183,4,2,1,Single Family Home,1740,2613,120000
4471 Dean Martin Dr Unit 1708 Las Vegas NV 89103,2,2,0,Condo/Townhome/Row Home/Co-Op,1437,,485000
4155 Big Dipper Ct Las Vegas NV 89115,4,2,0,Single Family Home,1280,13939,116200
7241 Painted Shadows Way Las Vegas NV 89149,2,2,1,Single Family Home,1570,3920,185000
2765 Auchmull St Henderson NV 89044,5,3,1,Single Family Home,2301,5662,330000
5665 Bishop Flowers St Las Vegas NV 89130,3,2,1,Single Family Home,1600,2613,202288
3601 Villa Knolls East Dr Las Vegas NV 89120,2,2,0,Condo/Townhome/Row Home/Co-Op,1012,1306,79900
7726 Himalayan St Las Vegas NV 89166,4,2,1,Single Family Home,2239,3484,239999
Las Vegas NV 89129,2,2,0,Condo/Townhome/Row Home/Co-Op,1024,,93000
355 E Robindale Rd Las Vegas NV 89123,4,4,1,Single Family Home,4717,22216,695000
4828 Estero Dr Las Vegas NV 89147,5,3,1,Single Family Home,2723,6969,328000
7200 Pirates Cove Rd Unit 2106 Las Vegas NV 89145,2,2,0,Condo/Townhome/Row Home/Co-Op,908,4007,75000
717 Willowick Ave North Las Vegas NV 89031,4,2,0,Single Family Home,1498,6098,169990
Las Vegas NV 89128,3,2,0,Single Family Home,1530,5227,200000
3755 Kit Fox St Las Vegas NV 89122,4,2,1,Single Family Home,2069,4791,174900
7396 Marbury St Las Vegas NV 89166,4,3,1,Single Family Home,3539,6969,412036
2665 Belcastro St Las Vegas NV 89117,4,2,1,Single Family Home,2866,21344,385000
6846 Bronze Meadow Ave Las Vegas NV 89122,4,2,1,Single Family Home,1601,1742,149000
2901 Santa Margarita St Las Vegas NV 89146,5,5,1,Single Family Home,4972,28750,695000
